name,ttm,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
"	ProvisionForDoubtfulAccounts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.00 ,4000000.00 ,,89000000.00 ,4000000.00 ,7000000.00 ,(13000000.00),,,,6000000.00 ,,,24000000.00 ,97000000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	OtherOperatingExpenses",(788000000.00),(178000000.00),(176000000.00),(295000000.00),(138000000.00),(133000000.00),(60000000.00),(159000000.00),(166000000.00),(222000000.00),(101000000.00),(184000000.00),(275000000.00),(250000000.00),(317000000.00),(348000000.00),(308000000.00),(365000000.00),(445000000.00),(521000000.00),(528000000.00),(365000000.00),(217000000.00),(193000000.00),(188000000.00),(128000000.00),(173000000.00),(199000000.00),(145000000.00),(191000000.00),(207000000.00),(201000000.00),(191000000.00),(247000000.00),(183000000.00),(227000000.00),(303000000.00),(289000000.00),(255000000.00),(253000000.00),(298000000.00),(295000000.00),(262000000.00),(318000000.00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,8059000000.00 ,2147000000.00 ,1546000000.00 ,1960000000.00 ,2403000000.00 ,2073000000.00 ,459000000.00 ,4266000000.00 ,1938000000.00 ,2386000000.00 ,2041000000.00 ,4824000000.00 ,3467000000.00 ,3268000000.00 ,1727000000.00 ,4652000000.00 ,3126000000.00 ,2533000000.00 ,1548000000.00 ,5004000000.00 ,3380000000.00 ,3279000000.00 ,1530000000.00 ,5127000000.00 ,3631000000.00 ,4112000000.00 ,3048000000.00 ,5817000000.00 ,4485000000.00 ,5173000000.00 ,3015000000.00 ,7042000000.00 ,4878000000.00 ,4175000000.00 ,3662000000.00 ,8790000000.00 ,4288000000.00 ,4856000000.00 ,3639000000.00 ,7091000000.00 ,4966000000.00 ,4784000000.00 ,3449000000.00 ,6687000000.00 ,4369000000.00 ,4294000000.00 ,2790000000.00 ,6027000000.00 ,4145000000.00 ,4033000000.00 ,2687000000.00 ,5575000000.00 ,3737000000.00 ,3008000000.00 ,2337000000.00 ,7220000000.00 ,2479000000.00 ,2171000000.00 ,1647000000.00 ,4495000000.00 ,2827000000.00 ,2576000000.00 ,2030000000.00 ,4054000000.00 ,2659000000.00 ,801000000.00 ,1862000000.00 ,4101000000.00 ,2249000000.00 ,2467000000.00 ,2158000000.00 ,3752000000.00 ,2202000000.00 ,2312000000.00 ,1823000000.00 ,2547000000.00 ,2123000000.00 ,784000000.00 ,1183000000.00 ,1315000000.00 ,2389000000.00 ,2994000000.00 ,2597000000.00 ,3880000000.00 ,2814000000.00 ,2807000000.00 ,2133000000.00 ,3022000000.00 ,2680000000.00 ,4085000000.00 ,2140000000.00 ,736000000.00 ,2170000000.00 ,2114000000.00 ,1552000000.00 ,3033000000.00 ,2004000000.00 ,2222000000.00 ,1839000000.00 ,2461000000.00 ,1968000000.00 ,2186000000.00 ,1981000000.00 ,671000000.00 ,2028000000.00 ,2774000000.00 ,2118000000.00 ,2021000000.00 ,1216000000.00 ,1078000000.00 ,691000000.00 ,496000000.00 ,(29000000.00),(8834000000.00),(270000000.00),4890000000.00 ,(4041000000.00),1389000000.00 ,1168000000.00 ,(1011000000.00),589000000.00 ,355000000.00 ,1009000000.00 ,4256000000.00 ,2053000000.00 ,2587000000.00 ,2136000000.00 ,(35355000000.00),14305000000.00 ,15213000000.00 ,12730000000.00 ,(29998000000.00),13960000000.00 ,13599000000.00 ,11749000000.00 ,(28464000000.00),12727000000.00 ,8510000000.00 ,6500000000.00 ,(26446000000.00),11910000000.00 ,12268000000.00 ,10127000000.00 ,(21671000000.00),11698000000.00 
NetNonOperatingInterestIncomeExpense,(1145000000.00),(270000000.00),(266000000.00),(302000000.00),(308000000.00),(300000000.00),(275000000.00),(306000000.00),(369000000.00),(181000000.00),(140000000.00),(116000000.00),(121000000.00),(126000000.00),(94000000.00),(122000000.00),(130000000.00),(113000000.00),(105000000.00),(125000000.00),(136000000.00),(138000000.00),(123000000.00),(108000000.00),(101000000.00),(97000000.00),(89000000.00),(92000000.00),(105000000.00),(114000000.00),(83000000.00),(95000000.00),(84000000.00),(79000000.00),(71000000.00),(83000000.00),(102000000.00),(86000000.00),(79000000.00),(82000000.00),(68000000.00),(67000000.00),(129000000.00),(74000000.00),(72000000.00),(67000000.00),(63000000.00),(40000000.00),(76000000.00),(82000000.00),(111000000.00),(477000000.00),(85000000.00),574000000.00 ,596000000.00 ,(2067000000.00),436000000.00 ,472000000.00 ,548000000.00 ,(71000000.00),(70000000.00),(72000000.00),(66000000.00),,,(67000000.00),(49000000.00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	InterestIncomeNonOperating",56000000.00 ,11000000.00 ,14000000.00 ,15000000.00 ,15000000.00 ,23000000.00 ,51000000.00 ,48000000.00 ,63000000.00 ,167000000.00 ,70000000.00 ,77000000.00 ,70000000.00 ,47000000.00 ,71000000.00 ,42000000.00 ,38000000.00 ,34000000.00 ,30000000.00 ,32000000.00 ,22000000.00 ,29000000.00 ,24000000.00 ,20000000.00 ,16000000.00 ,18000000.00 ,19000000.00 ,25000000.00 ,21000000.00 ,22000000.00 ,22000000.00 ,18000000.00 ,13000000.00 ,19000000.00 ,23000000.00 ,26000000.00 ,22000000.00 ,31000000.00 ,31000000.00 ,31000000.00 ,39000000.00 ,30000000.00 ,,27000000.00 ,23000000.00 ,23000000.00 ,19000000.00 ,41000000.00 ,8000000.00 ,19000000.00 ,25000000.00 ,,74000000.00 ,719000000.00 ,774000000.00 ,,629000000.00 ,602000000.00 ,621000000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	InterestExpenseNonOperating",1201000000.00 ,281000000.00 ,280000000.00 ,317000000.00 ,323000000.00 ,323000000.00 ,326000000.00 ,354000000.00 ,432000000.00 ,348000000.00 ,210000000.00 ,193000000.00 ,191000000.00 ,173000000.00 ,165000000.00 ,164000000.00 ,168000000.00 ,147000000.00 ,135000000.00 ,157000000.00 ,158000000.00 ,167000000.00 ,147000000.00 ,128000000.00 ,117000000.00 ,115000000.00 ,108000000.00 ,117000000.00 ,126000000.00 ,136000000.00 ,105000000.00 ,113000000.00 ,97000000.00 ,98000000.00 ,94000000.00 ,109000000.00 ,124000000.00 ,117000000.00 ,110000000.00 ,113000000.00 ,107000000.00 ,97000000.00 ,129000000.00 ,101000000.00 ,95000000.00 ,90000000.00 ,82000000.00 ,81000000.00 ,84000000.00 ,101000000.00 ,136000000.00 ,191000000.00 ,159000000.00 ,145000000.00 ,178000000.00 ,215000000.00 ,193000000.00 ,130000000.00 ,73000000.00 ,71000000.00 ,70000000.00 ,72000000.00 ,66000000.00 ,,,67000000.00 ,49000000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,(1339000000.00),(326000000.00),(375000000.00),(370000000.00),(268000000.00),(200000000.00),(234000000.00),30000000.00 ,(46000000.00),562000000.00 ,(19000000.00),(272000000.00),(349000000.00),(367000000.00),(496000000.00),(59000000.00),70000000.00 ,24000000.00 ,(18000000.00),108000000.00 ,18000000.00 ,(92000000.00),(374000000.00),79000000.00 ,90000000.00 ,209000000.00 ,42000000.00 ,1371000000.00 ,(20000000.00),111000000.00 ,49000000.00 ,18000000.00 ,19000000.00 ,48000000.00 ,14000000.00 ,(876000000.00),888000000.00 ,391000000.00 ,276000000.00 ,265000000.00 ,130000000.00 ,168000000.00 ,425000000.00 ,341000000.00 ,380000000.00 ,348000000.00 ,788000000.00 ,394000000.00 ,305000000.00 ,311000000.00 ,546000000.00 ,710000000.00 ,244000000.00 ,232000000.00 ,265000000.00 ,335000000.00 ,365000000.00 ,499000000.00 ,385000000.00 ,391000000.00 ,416000000.00 ,384000000.00 ,475000000.00 ,562000000.00 ,312000000.00 ,1999000000.00 ,197000000.00 ,430000000.00 ,266000000.00 ,368000000.00 ,167000000.00 ,157000000.00 ,380000000.00 ,195000000.00 ,198000000.00 ,213000000.00 ,315000000.00 ,(156000000.00),538000000.00 ,2039000000.00 ,(73000000.00),(34000000.00),(36000000.00),125000000.00 ,173000000.00 ,130000000.00 ,189000000.00 ,,,,,,,,,,162000000.00 ,137000000.00 ,185000000.00 ,,183000000.00 ,193000000.00 ,(285000000.00),,(1632000000.00),238000000.00 ,246000000.00 ,,221000000.00 ,479000000.00 ,408000000.00 ,467000000.00 ,361000000.00 ,158000000.00 ,195000000.00 ,(11474000000.00),90000000.00 ,140000000.00 ,172000000.00 ,178000000.00 ,67000000.00 ,157000000.00 ,200000000.00 ,95000000.00 ,82000000.00 ,123000000.00 ,195000000.00 ,,,,,,,,,,,,,,,,,,
"	GainOnSaleOfSecurity",(161000000.00),(65000000.00),(45000000.00),(49000000.00),(2000000.00),30000000.00 ,30000000.00 ,30000000.00 ,39000000.00 ,118000000.00 ,107000000.00 ,105000000.00 ,21000000.00 ,38000000.00 ,(70000000.00),(37000000.00),(2000000.00),17000000.00 ,(22000000.00),37000000.00 ,(65000000.00),(82000000.00),(58000000.00),59000000.00 ,64000000.00 ,181000000.00 ,88000000.00 ,53000000.00 ,(11000000.00),(18000000.00),(54000000.00),25000000.00 ,34000000.00 ,47000000.00 ,18000000.00 ,1000000.00 ,122000000.00 ,100000000.00 ,17000000.00 ,332000000.00 ,(253000000.00),(156000000.00),159000000.00 ,(41000000.00),11000000.00 ,17000000.00 ,(81000000.00),(84000000.00),(47000000.00),73000000.00 ,(41000000.00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	SpecialIncomeCharges",,,,,,,,(38000000.00),(14000000.00),(17000000.00),(20000000.00),(11000000.00),(4000000.00),(40000000.00),(13000000.00),(15000000.00),(7000000.00),(18000000.00),(15000000.00),3000000.00 ,32000000.00 ,(26000000.00),(97000000.00),(47000000.00),(27000000.00),(74000000.00),(83000000.00),(110000000.00),(102000000.00),(67000000.00),(55000000.00),(79000000.00),(30000000.00),(24000000.00),(23000000.00),(1388000000.00),766000000.00 ,291000000.00 ,259000000.00 ,(67000000.00),383000000.00 ,324000000.00 ,266000000.00 ,382000000.00 ,369000000.00 ,331000000.00 ,869000000.00 ,478000000.00 ,352000000.00 ,238000000.00 ,587000000.00 ,710000000.00 ,244000000.00 ,232000000.00 ,265000000.00 ,335000000.00 ,365000000.00 ,499000000.00 ,385000000.00 ,391000000.00 ,416000000.00 ,384000000.00 ,475000000.00 ,562000000.00 ,312000000.00 ,1999000000.00 ,197000000.00 ,430000000.00 ,266000000.00 ,368000000.00 ,167000000.00 ,157000000.00 ,380000000.00 ,195000000.00 ,198000000.00 ,213000000.00 ,315000000.00 ,(156000000.00),538000000.00 ,2039000000.00 ,(73000000.00),(34000000.00),(36000000.00),125000000.00 ,173000000.00 ,130000000.00 ,189000000.00 ,,,,,,,,,,162000000.00 ,137000000.00 ,185000000.00 ,,183000000.00 ,193000000.00 ,(285000000.00),1148000000.00 ,(1632000000.00),238000000.00 ,246000000.00 ,(1108000000.00),221000000.00 ,479000000.00 ,408000000.00 ,467000000.00 ,361000000.00 ,158000000.00 ,195000000.00 ,(11474000000.00),90000000.00 ,140000000.00 ,172000000.00 ,178000000.00 ,67000000.00 ,157000000.00 ,200000000.00 ,95000000.00 ,82000000.00 ,123000000.00 ,195000000.00 ,,,,,,,,,,,,,,,,,,
"		RestructuringAndMergernAcquisition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		WriteOff",,,,,,,,38000000.00 ,14000000.00 ,17000000.00 ,20000000.00 ,11000000.00 ,4000000.00 ,40000000.00 ,13000000.00 ,15000000.00 ,7000000.00 ,18000000.00 ,15000000.00 ,(3000000.00),(32000000.00),26000000.00 ,97000000.00 ,47000000.00 ,27000000.00 ,74000000.00 ,83000000.00 ,110000000.00 ,102000000.00 ,67000000.00 ,55000000.00 ,79000000.00 ,30000000.00 ,24000000.00 ,23000000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		OtherSpecialCharges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(766000000.00),(291000000.00),(259000000.00),67000000.00 ,(383000000.00),(324000000.00),(269000000.00),(382000000.00),(369000000.00),(331000000.00),(869000000.00),(477000000.00),(350000000.00),(235000000.00),(587000000.00),(710000000.00),(244000000.00),(232000000.00),(265000000.00),(335000000.00),(365000000.00),(499000000.00),(385000000.00),(391000000.00),(416000000.00),(384000000.00),(475000000.00),,,(1999000000.00),(197000000.00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		GainOnSaleOfPPE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.00 ,2000000.00 ,3000000.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	OtherNonOperatingIncomeExpenses",(1069000000.00),(261000000.00),(330000000.00),(212000000.00),(266000000.00),(230000000.00),(264000000.00),38000000.00 ,(71000000.00),461000000.00 ,(106000000.00),(366000000.00),(366000000.00),(365000000.00),(413000000.00),(7000000.00),79000000.00 ,25000000.00 ,19000000.00 ,68000000.00 ,51000000.00 ,16000000.00 ,(219000000.00),67000000.00 ,53000000.00 ,102000000.00 ,37000000.00 ,1428000000.00 ,93000000.00 ,196000000.00 ,158000000.00 ,72000000.00 ,15000000.00 ,25000000.00 ,19000000.00 ,47000000.00 ,606000000.00 ,132000000.00 ,58000000.00 ,44000000.00 ,(128000000.00),(97000000.00),202000000.00 ,42000000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,5572000000.00 ,1552000000.00 ,905000000.00 ,1289000000.00 ,1827000000.00 ,1571000000.00 ,(49000000.00),3993000000.00 ,1522000000.00 ,2768000000.00 ,1883000000.00 ,4434000000.00 ,2996000000.00 ,2776000000.00 ,1136000000.00 ,4469000000.00 ,3065000000.00 ,2443000000.00 ,1424000000.00 ,4985000000.00 ,3263000000.00 ,3049000000.00 ,1034000000.00 ,5099000000.00 ,3621000000.00 ,4224000000.00 ,3001000000.00 ,7095000000.00 ,4361000000.00 ,5171000000.00 ,2980000000.00 ,6962000000.00 ,4812000000.00 ,4144000000.00 ,3606000000.00 ,7831000000.00 ,5074000000.00 ,5161000000.00 ,3836000000.00 ,7274000000.00 ,5027000000.00 ,4885000000.00 ,3817000000.00 ,6955000000.00 ,4677000000.00 ,4575000000.00 ,3515000000.00 ,6381000000.00 ,4373000000.00 ,4262000000.00 ,3122000000.00 ,5808000000.00 ,3895000000.00 ,3814000000.00 ,3198000000.00 ,5488000000.00 ,3280000000.00 ,3142000000.00 ,2579000000.00 ,4814000000.00 ,3174000000.00 ,2889000000.00 ,2440000000.00 ,4568000000.00 ,2915000000.00 ,2733000000.00 ,2010000000.00 ,4364000000.00 ,2531000000.00 ,2843000000.00 ,2290000000.00 ,3878000000.00 ,2549000000.00 ,2466000000.00 ,1981000000.00 ,2712000000.00 ,2404000000.00 ,595000000.00 ,1691000000.00 ,3300000000.00 ,2262000000.00 ,2902000000.00 ,2489000000.00 ,3787000000.00 ,2804000000.00 ,2773000000.00 ,2170000000.00 ,2985000000.00 ,2629000000.00 ,4043000000.00 ,2100000000.00 ,3302000000.00 ,2132000000.00 ,2083000000.00 ,1523000000.00 ,3012000000.00 ,1983000000.00 ,2180000000.00 ,1852000000.00 ,2887000000.00 ,1979000000.00 ,2174000000.00 ,1547000000.00 ,2568000000.00 ,237000000.00 ,2824000000.00 ,2184000000.00 ,2073000000.00 ,1204000000.00 ,1193000000.00 ,685000000.00 ,663000000.00 ,(14000000.00),(8998000000.00),(380000000.00),(6948000000.00),(4286000000.00),1217000000.00 ,991000000.00 ,(1281000000.00),308000000.00 ,207000000.00 ,887000000.00 ,3994000000.00 ,1909000000.00 ,2473000000.00 ,1827000000.00 ,,,,,,,,,,,,,,,,,,
TaxProvision,330000000.00 ,227000000.00 ,(51000000.00),24000000.00 ,128000000.00 ,209000000.00 ,(1226000000.00),324000000.00 ,(151000000.00),269000000.00 ,289000000.00 ,2481000000.00 ,304000000.00 ,373000000.00 ,(540000000.00),5522000000.00 ,339000000.00 ,111000000.00 ,(329000000.00),480000000.00 ,409000000.00 ,544000000.00 ,(983000000.00),638000000.00 ,659000000.00 ,698000000.00 ,585000000.00 ,1579000000.00 ,906000000.00 ,1034000000.00 ,596000000.00 ,778000000.00 ,772000000.00 ,918000000.00 ,574000000.00 ,1998000000.00 ,1251000000.00 ,1280000000.00 ,769000000.00 ,1784000000.00 ,1188000000.00 ,1221000000.00 ,954000000.00 ,1698000000.00 ,1088000000.00 ,1190000000.00 ,914000000.00 ,1568000000.00 ,1159000000.00 ,1159000000.00 ,827000000.00 ,1382000000.00 ,1071000000.00 ,1049000000.00 ,879000000.00 ,1537000000.00 ,918000000.00 ,881000000.00 ,735000000.00 ,1350000000.00 ,952000000.00 ,867000000.00 ,732000000.00 ,1348000000.00 ,1399000000.00 ,882000000.00 ,603000000.00 ,1309000000.00 ,731000000.00 ,853000000.00 ,687000000.00 ,1162000000.00 ,764000000.00 ,741000000.00 ,594000000.00 ,801000000.00 ,710000000.00 ,150000000.00 ,499000000.00 ,967000000.00 ,667000000.00 ,857000000.00 ,739000000.00 ,1117000000.00 ,841000000.00 ,832000000.00 ,651000000.00 ,896000000.00 ,867000000.00 ,1652000000.00 ,630000000.00 ,956000000.00 ,638000000.00 ,631000000.00 ,487000000.00 ,919000000.00 ,624000000.00 ,734000000.00 ,657000000.00 ,864000000.00 ,694000000.00 ,827000000.00 ,773000000.00 ,857000000.00 ,775000000.00 ,1108000000.00 ,895000000.00 ,842000000.00 ,494000000.00 ,504000000.00 ,293000000.00 ,281000000.00 ,34000000.00 ,(962000000.00),(95000000.00),(1485000000.00),(1508000000.00),503000000.00 ,396000000.00 ,101000000.00 ,136000000.00 ,93000000.00 ,355000000.00 ,1533000000.00 ,797000000.00 ,1063000000.00 ,790000000.00 ,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,5334000000.00 ,1325000000.00 ,955000000.00 ,1355000000.00 ,1697000000.00 ,1361000000.00 ,1175000000.00 ,3670000000.00 ,1672000000.00 ,2498000000.00 ,1591000000.00 ,1951000000.00 ,2694000000.00 ,2404000000.00 ,1679000000.00 ,(1054000000.00),2726000000.00 ,2331000000.00 ,1750000000.00 ,4501000000.00 ,2853000000.00 ,2504000000.00 ,2014000000.00 ,4463000000.00 ,2950000000.00 ,3449000000.00 ,2328000000.00 ,5483000000.00 ,18000000.00 ,4137000000.00 ,2384000000.00 ,6184000000.00 ,4041000000.00 ,3226000000.00 ,3032000000.00 ,5833000000.00 ,3824000000.00 ,3881000000.00 ,3066000000.00 ,5490000000.00 ,3839000000.00 ,3664000000.00 ,2863000000.00 ,5257000000.00 ,3589000000.00 ,3386000000.00 ,2601000000.00 ,4813000000.00 ,3214000000.00 ,3103000000.00 ,2295000000.00 ,4427000000.00 ,2824000000.00 ,2765000000.00 ,2319000000.00 ,3952000000.00 ,2361000000.00 ,2260000000.00 ,1844000000.00 ,3540000000.00 ,2222000000.00 ,2022000000.00 ,1708000000.00 ,3187000000.00 ,1516000000.00 ,1829000000.00 ,1402000000.00 ,3040000000.00 ,1800000000.00 ,1988000000.00 ,1602000000.00 ,2709000000.00 ,1785000000.00 ,1705000000.00 ,1384000000.00 ,1018000000.00 ,1313000000.00 ,56000000.00 ,1192000000.00 ,2333000000.00 ,1595000000.00 ,2040000000.00 ,1745000000.00 ,2665000000.00 ,1958000000.00 ,1936000000.00 ,1514000000.00 ,2084000000.00 ,1757000000.00 ,2386000000.00 ,1465000000.00 ,2341000000.00 ,1489000000.00 ,1447000000.00 ,1031000000.00 ,2088000000.00 ,1354000000.00 ,1441000000.00 ,1190000000.00 ,2018000000.00 ,1280000000.00 ,1342000000.00 ,769000000.00 ,1706000000.00 ,(543000000.00),1711000000.00 ,1242000000.00 ,1210000000.00 ,689000000.00 ,668000000.00 ,371000000.00 ,248000000.00 ,(70000000.00),(8041000000.00),(285000000.00),(5463000000.00),(2778000000.00),714000000.00 ,595000000.00 ,(1382000000.00),172000000.00 ,114000000.00 ,532000000.00 ,2461000000.00 ,1112000000.00 ,1410000000.00 ,1037000000.00 ,,,,,,,,,,,,,,,,,,
"	NetIncome",5334000000.00 ,1325000000.00 ,955000000.00 ,1355000000.00 ,1697000000.00 ,1361000000.00 ,1175000000.00 ,3670000000.00 ,1672000000.00 ,2498000000.00 ,1591000000.00 ,1951000000.00 ,2694000000.00 ,2403000000.00 ,1679000000.00 ,(1055000000.00),2726000000.00 ,2331000000.00 ,1750000000.00 ,4501000000.00 ,2853000000.00 ,2505000000.00 ,2013000000.00 ,4462000000.00 ,2950000000.00 ,3449000000.00 ,2327000000.00 ,5483000000.00 ,18000000.00 ,4137000000.00 ,2384000000.00 ,6184000000.00 ,4041000000.00 ,3226000000.00 ,3032000000.00 ,5833000000.00 ,3824000000.00 ,3881000000.00 ,3066000000.00 ,5490000000.00 ,3839000000.00 ,3664000000.00 ,2863000000.00 ,5257000000.00 ,3589000000.00 ,3386000000.00 ,2601000000.00 ,4813000000.00 ,3214000000.00 ,3103000000.00 ,2295000000.00 ,4427000000.00 ,2824000000.00 ,2765000000.00 ,2319000000.00 ,3952000000.00 ,2361000000.00 ,2260000000.00 ,1844000000.00 ,3540000000.00 ,2222000000.00 ,2022000000.00 ,1708000000.00 ,3187000000.00 ,1516000000.00 ,1829000000.00 ,1402000000.00 ,3040000000.00 ,1800000000.00 ,1988000000.00 ,1602000000.00 ,2709000000.00 ,1785000000.00 ,1705000000.00 ,1384000000.00 ,1018000000.00 ,1313000000.00 ,56000000.00 ,1192000000.00 ,2333000000.00 ,1595000000.00 ,2045000000.00 ,1750000000.00 ,2670000000.00 ,1963000000.00 ,1941000000.00 ,1519000000.00 ,2089000000.00 ,1762000000.00 ,2391000000.00 ,1470000000.00 ,2346000000.00 ,1494000000.00 ,1452000000.00 ,1036000000.00 ,2093000000.00 ,1359000000.00 ,1446000000.00 ,1195000000.00 ,2023000000.00 ,1285000000.00 ,1347000000.00 ,774000000.00 ,1711000000.00 ,(538000000.00),1716000000.00 ,1289000000.00 ,1231000000.00 ,710000000.00 ,689000000.00 ,392000000.00 ,268000000.00 ,(48000000.00),(8036000000.00),(285000000.00),(5463000000.00),(2778000000.00),714000000.00 ,595000000.00 ,(1382000000.00),172000000.00 ,114000000.00 ,532000000.00 ,2461000000.00 ,1112000000.00 ,1410000000.00 ,1037000000.00 ,,,,,,,,,,,,,,,,,,
