Date,Open,High,Low,Close,Adj Close,Volume
1999-12-10,106.716064,107.014816,102.832214,104.206497,63.176643,13167885
1999-12-13,103.369980,107.791588,101.876198,104.878708,63.584217,7463419
1999-12-14,105.341782,105.341782,102.174950,104.445503,63.321609,7780043
1999-12-15,103.011475,103.190727,99.904396,102.294456,62.017487,9872043
1999-12-16,103.250481,104.863770,101.099426,104.385757,63.285374,7449926
1999-12-17,105.819794,106.178299,103.847992,105.162521,63.756283,8029933
1999-12-20,104.266251,105.580788,103.011475,104.400696,63.294399,5058770
1999-12-21,103.728493,105.282028,103.310226,105.282028,63.828735,4993081
1999-12-22,105.043022,105.461281,103.250481,103.250481,62.597073,4189858
1999-12-23,104.326004,105.580788,103.429733,103.847992,62.959347,4737020
1999-12-27,104.863770,105.162521,103.369980,104.923515,63.611393,3912772
1999-12-28,104.744263,105.879539,104.266251,104.983269,63.647610,4270923
1999-12-29,105.580788,105.640533,103.967499,104.206497,63.176643,2806732
1999-12-30,104.863770,105.640533,103.788239,103.967499,63.031799,3593115
1999-12-31,104.385757,104.684509,101.935944,103.130974,62.524647,3002334
2000-01-03,107.492828,110.898659,106.955070,110.898659,67.233910,10823694
2000-01-04,108.986618,109.464630,105.999046,107.134323,64.951752,8606279
2000-01-05,107.970840,114.483749,107.194077,110.898659,67.233910,13318927
2000-01-06,112.810707,113.706978,108.508606,108.986618,66.074699,8338607
2000-01-07,112.093689,112.750954,105.760040,108.508606,65.784927,12402108
2000-01-10,112.093689,114.125237,110.301147,112.810707,68.393120,8933363
2000-01-11,112.691208,115.798279,111.496178,113.766731,68.972733,8235472
2000-01-12,114.364243,116.634796,113.049713,114.244743,69.262505,7116775
2000-01-13,114.663002,115.678780,110.659653,113.049713,68.538017,8880226
2000-01-14,115.619026,117.889580,112.332695,114.364243,69.334976,11460604
2000-01-18,114.423996,114.483749,109.942642,110.659653,67.089027,7995519
